Date,Open,High,Low,Close,Adj Close,Volume
2013-09-18,66.168571,66.621429,65.808571,66.382858,59.249237,114215500
2013-09-19,67.242859,67.975716,67.035713,67.471428,60.220814,101135300
2013-09-20,68.285713,68.364288,66.571426,66.772858,59.597328,174825700
2013-09-23,70.871429,70.987144,68.942856,70.091431,62.559277,190526700
2013-09-24,70.697144,70.781425,69.688568,69.871429,62.362907,91086100
2013-09-25,69.885712,69.948570,68.775711,68.790001,61.397717,79239300
2013-09-26,69.428574,69.794289,69.128571,69.459999,61.995693,59305400
2013-09-27,69.111427,69.238571,68.674286,68.964287,61.553261,57010100
2013-09-30,68.178574,68.808571,67.772858,68.107140,60.788208,65039100
2013-10-01,68.349998,69.877144,68.339996,69.708572,62.217548,88470900
2013-10-02,69.375717,70.257141,69.107140,69.937141,62.421558,72296000
2013-10-03,70.072861,70.335716,68.677139,69.058571,61.637405,80688300
2013-10-04,69.122856,69.228569,68.371429,69.004288,61.588959,64717100
2013-10-07,69.508568,70.378571,69.335716,69.678574,62.190788,78073100
2013-10-08,69.991432,70.091431,68.648575,68.705711,61.322468,72729300
2013-10-09,69.234283,69.684288,68.325714,69.512856,62.042877,75431300
2013-10-10,70.188568,70.339996,69.577141,69.948570,62.431778,69650700
2013-10-11,69.570000,70.548569,69.308571,70.401428,62.835960,66934700
2013-10-14,69.975716,71.082855,69.907143,70.862854,63.247803,65474500
2013-10-15,71.072861,71.714287,70.788574,71.239998,63.584412,80018400
2013-10-16,71.541428,71.790001,71.318573,71.587143,63.894249,62775300
2013-10-17,71.425713,72.111427,71.382858,72.071426,64.326492,63398300
2013-10-18,72.284286,72.751427,72.244286,72.698570,64.886246,72635500
2013-10-21,73.110001,74.900002,73.074287,74.480003,66.476257,99526700
2013-10-22,75.201431,75.492859,72.575714,74.267143,66.286247,133515900
2013-10-23,74.142860,75.095711,74.142860,74.994286,66.935265,78430800
2013-10-24,75.000000,76.067146,74.635712,75.987144,67.821426,96191200
2013-10-25,75.902855,76.175713,75.015717,75.137146,67.062767,84448000
2013-10-28,75.577141,75.857140,74.744286,75.697144,67.562592,137610200
2013-10-29,76.610001,77.035713,73.505714,73.811432,65.879501,158951800
2013-10-30,74.230003,75.360001,73.860001,74.985718,66.927635,88540900
2013-10-31,75.000000,75.355713,74.467140,74.671425,66.647102,68924100
2013-11-01,74.860001,74.971428,73.691429,74.290001,66.306648,68722500
2013-11-04,74.442856,75.260002,74.115715,75.250000,67.163498,61156900
2013-11-05,74.940002,75.555717,74.714287,75.064285,66.997742,66303300
2013-11-06,74.878571,74.980003,74.028572,74.417145,66.807907,55843900
2013-11-07,74.225716,74.741432,73.197144,73.212860,65.726768,65655100
2013-11-08,73.511429,74.447144,73.227142,74.365715,66.761749,69829200
2013-11-11,74.284286,74.524284,73.487144,74.150002,66.568085,56863100
2013-11-12,73.952858,74.845711,73.857140,74.287140,66.691200,51069200
2013-11-13,74.000000,74.607140,73.851425,74.375717,66.770721,49305200
2013-11-14,74.687141,75.611427,74.552856,75.451431,67.736458,70604800
2013-11-15,75.225716,75.584282,74.927139,74.998573,67.329903,79480100
2013-11-18,74.998573,75.312859,74.028572,74.089996,66.514236,61236000
2013-11-19,74.147141,74.768570,73.995712,74.221428,66.632217,52234700
2013-11-20,74.175713,74.345711,73.475716,73.571426,66.048691,48479200
2013-11-21,73.942856,74.458572,73.381432,74.448570,66.836136,65506700
2013-11-22,74.217140,74.594284,74.075714,74.257141,66.664291,55931400
2013-11-25,74.431427,75.124283,74.428574,74.820000,67.169594,57327900
2013-11-26,74.874283,76.591431,74.857140,76.199997,68.408478,100345700
2013-11-27,76.615715,78.000000,76.199997,77.994286,70.019295,90862100
2013-11-29,78.497147,79.761429,78.258568,79.438568,71.315887,79531900
2013-12-02,79.714287,80.618568,78.688568,78.747147,70.695175,118136200
2013-12-03,79.757141,80.911430,79.668571,80.902855,72.630447,112742000
2013-12-04,80.785713,81.312859,80.117142,80.714287,72.461166,94452400
2013-12-05,81.807144,82.162857,80.915718,81.128571,72.833107,111895000
2013-12-06,80.827141,80.964287,79.938568,80.002853,71.822479,86088100
2013-12-09,80.128571,81.368568,80.128571,80.918571,72.644577,80123400
2013-12-10,80.511429,81.125717,80.171425,80.792854,72.531708,69567400
2013-12-11,81.000000,81.567146,79.955711,80.194283,71.994339,89929700
2013-12-12,80.305717,80.762856,80.004288,80.077141,71.889191,65572500
2013-12-13,80.407143,80.411430,79.095711,79.204285,71.105568,83205500
2013-12-16,79.288574,80.377144,79.287140,79.642860,71.499313,70648200
2013-12-17,79.401428,79.919998,79.054283,79.284286,71.177399,57475600
2013-12-18,78.528572,78.778572,76.971428,78.681427,70.636177,141465800
2013-12-19,78.500000,78.571426,77.675713,77.779999,69.826935,80077200
2013-12-20,77.918571,78.801430,77.831429,78.431427,70.411736,109103400
2013-12-23,81.142860,81.531425,80.394287,81.441429,73.113976,125326600
2013-12-24,81.412857,81.697144,80.861427,81.095711,72.803604,41888700
2013-12-26,81.157143,81.357140,80.482857,80.557144,72.320091,51002000
2013-12-27,80.545715,80.629997,79.928574,80.012856,71.831444,56471100
2013-12-30,79.637146,80.012856,78.902855,79.217140,71.117126,63407400
2013-12-31,79.167145,80.182854,79.142860,80.145714,71.950768,55771100
2014-01-02,79.382858,79.575714,78.860001,79.018570,70.938835,58671200
2014-01-03,78.980003,79.099998,77.204285,77.282860,69.380615,98116900
2014-01-06,76.778572,78.114288,76.228569,77.704285,69.758965,103152700
2014-01-07,77.760002,77.994286,76.845711,77.148575,69.260056,79302300
2014-01-08,76.972855,77.937141,76.955711,77.637146,69.698692,64632400
2014-01-09,78.114288,78.122856,76.478569,76.645714,68.808632,69787200
2014-01-10,77.118568,77.257141,75.872856,76.134285,68.349464,76244000
2014-01-13,75.701431,77.500000,75.697144,76.532860,68.707298,94623200
2014-01-14,76.888573,78.104286,76.808571,78.055717,70.074440,83140400
2014-01-15,79.074287,80.028572,78.808571,79.622856,71.481361,97909700
2014-01-16,79.271431,79.550003,78.811432,79.178574,71.082497,57319500
2014-01-17,78.782860,78.867142,77.128571,77.238571,69.340851,106684900
2014-01-21,77.284286,78.581429,77.202858,78.438568,70.418167,82131700
2014-01-22,78.701431,79.612854,78.258568,78.787140,70.731079,94996300
2014-01-23,78.562859,79.500000,77.830002,79.454285,71.330017,100809800
2014-01-24,79.142860,79.374283,77.821426,78.010002,70.033424,107338700
2014-01-27,78.581429,79.257141,77.964287,78.642860,70.601563,138719700
2014-01-28,72.680000,73.571426,71.724289,72.357140,64.958565,266380800
2014-01-29,71.992859,72.481430,71.231430,71.535713,64.221123,125702500
2014-01-30,71.791428,72.357140,70.957146,71.397141,64.096725,169625400
2014-01-31,70.739998,71.647141,70.507141,71.514282,64.201897,116199300
2014-02-03,71.801430,72.532860,71.328575,71.647141,64.321152,100366000
2014-02-04,72.264282,72.779999,71.822861,72.684288,65.252243,94170300
2014-02-05,72.365715,73.611427,72.321426,73.227142,65.739609,82086200
2014-02-06,72.865715,73.357140,72.544289,73.215714,66.122772,64441300
2014-02-07,74.482857,74.704285,73.911430,74.239998,67.047852,92570100
2014-02-10,74.094284,75.998573,74.000000,75.570000,68.248978,86389800
2014-02-11,75.801430,76.821426,75.642860,76.565712,69.148232,70564200
2014-02-12,76.707146,77.080002,76.177139,76.559998,69.143089,77025200
2014-02-13,76.379997,77.835716,76.314285,77.775711,70.241005,76849500
2014-02-14,77.495712,77.997147,77.315712,77.712860,70.184258,68231100
2014-02-18,78.000000,78.741432,77.944283,77.998573,70.442291,65062900
2014-02-19,77.821426,78.127144,76.335716,76.767143,69.330162,78442000
2014-02-20,76.141426,76.714287,75.571426,75.878571,68.527679,76464500
2014-02-21,76.112854,76.367142,74.942856,75.035713,67.766464,69696200
2014-02-24,74.735718,75.702858,74.631432,75.364288,68.063187,72227400
2014-02-25,75.625717,75.652855,74.428574,74.580002,67.354912,57988000
2014-02-26,74.801430,75.000000,73.657143,73.907143,66.747238,69054300
2014-02-27,73.877144,75.540001,73.721428,75.381432,68.078682,75470500
2014-02-28,75.582855,76.107140,74.588570,75.177139,67.894188,92992200
2014-03-03,74.774284,75.807144,74.687141,75.394287,68.090286,59695300
2014-03-04,75.857140,76.091431,75.395714,75.891426,68.539284,64785000
2014-03-05,75.845711,76.392860,75.589996,76.051430,68.683769,50015700
2014-03-06,76.112854,76.348572,75.442856,75.821426,68.476051,46372200
2014-03-07,75.870003,75.997147,75.150002,75.777145,68.436058,55182400
2014-03-10,75.480003,76.190002,75.477142,75.845711,68.497986,44646000
2014-03-11,76.492859,76.962860,76.084282,76.584282,69.165001,69806100
2014-03-12,76.358574,76.764282,76.000000,76.658569,69.232094,49831600
2014-03-13,76.777145,77.094284,75.594284,75.807144,68.463150,64435700
2014-03-14,75.541428,75.841431,74.714287,74.955711,67.694214,59299800
2014-03-17,75.385712,75.709999,75.121429,75.248573,67.958710,49886200
2014-03-18,75.128571,75.995712,75.028572,75.914284,68.559914,52411800
2014-03-19,76.037140,76.605713,75.571426,75.894287,68.541870,56189000
2014-03-20,75.698570,76.095711,75.335716,75.528572,68.211571,52099600
2014-03-21,75.989998,76.250000,75.190002,76.124283,68.749550,93511600
2014-03-24,76.917145,77.214287,76.437141,77.027145,69.564957,88925200
2014-03-25,77.357140,77.964287,77.084282,77.855713,70.313263,70573300
2014-03-26,78.074287,78.428574,76.980003,77.111427,69.641075,74942000
2014-03-27,77.145714,77.357140,76.445717,76.779999,69.341766,55507900
2014-03-28,76.902855,76.991432,76.321426,76.694283,69.264366,50141000
2014-03-31,77.032860,77.258568,76.561432,76.677139,69.248878,42167300
2014-04-01,76.822861,77.410004,76.681427,77.378571,69.882347,50190000
2014-04-02,77.482857,77.639999,77.180000,77.507141,69.998466,45105200
2014-04-03,77.341431,77.500000,76.805717,76.970001,69.513336,40586000
2014-04-04,77.115715,77.142860,75.797142,75.974289,68.614113,68812800
2014-04-07,75.431427,75.842857,74.555717,74.781425,67.536827,72462600
2014-04-08,75.027145,75.160004,74.099998,74.777145,67.532944,60972100
2014-04-09,74.662857,75.784286,74.574287,75.760002,68.420593,51542400
2014-04-10,75.811432,76.034286,74.738571,74.782860,67.538109,59913000
2014-04-11,74.142860,74.690002,73.877144,74.230003,67.038811,67929400
2014-04-14,74.557144,74.594284,73.887146,74.525711,67.305870,51418500
2014-04-15,74.324287,74.519997,73.047142,73.994286,66.825920,66622500
2014-04-16,74.007141,74.441429,73.448570,74.144287,66.961388,53691400
2014-04-17,74.285713,75.394287,74.171425,74.991432,67.726463,71083600
2014-04-21,75.048569,76.019997,74.851425,75.881432,68.530251,45637200
2014-04-22,75.472855,75.975716,75.214287,75.957146,68.598633,50640800
2014-04-23,75.580002,75.875717,74.921425,74.964287,67.701942,98735000
2014-04-24,81.172859,81.428574,80.104286,81.110001,73.252281,189977900
2014-04-25,80.647141,81.712860,80.565712,81.705711,73.790291,97568800
2014-04-28,81.828575,85.107140,81.792854,84.870003,76.648033,167371400
2014-04-29,84.820000,85.139999,84.215714,84.618568,76.420959,84344400
2014-04-30,84.662857,85.632858,84.257141,84.298569,76.131958,114160200
2014-05-01,84.571426,84.971428,83.765717,84.497147,76.311310,61012000
2014-05-02,84.620003,84.885712,84.244286,84.654289,76.453209,47878600
2014-05-05,84.305717,85.857140,84.285713,85.851425,77.534378,71766800
2014-05-06,85.971428,86.344284,84.915718,84.915718,76.689308,93641100
2014-05-07,85.035713,85.327141,83.961426,84.618568,76.420959,70716100
2014-05-08,84.035713,84.915718,83.771431,83.998573,76.284737,57574300
2014-05-09,83.505714,83.750000,82.904289,83.648575,75.966866,72899400
2014-05-12,83.927139,84.808571,83.914284,84.690002,76.912674,53302200
2014-05-13,84.571426,84.934288,84.385712,84.822861,77.033325,39934300
2014-05-14,84.632858,85.342857,84.534286,84.838570,77.047585,41601000
2014-05-15,84.957146,85.228569,84.005714,84.117142,76.392403,57711500
2014-05-16,84.089996,85.361427,83.628571,85.358574,77.519859,69064100
2014-05-19,85.407143,86.761429,85.332855,86.370003,78.438400,79438800
2014-05-20,86.358574,86.628571,85.818573,86.387146,78.453949,58709000
2014-05-21,86.261429,86.671425,86.008568,86.615715,78.661545,49214900
2014-05-22,86.657143,87.121429,86.300003,86.752853,78.786079,50190000
2014-05-23,86.750000,87.818573,86.638573,87.732857,79.676086,58052400
2014-05-27,87.982857,89.408569,87.947144,89.375717,81.168083,87216500
2014-05-28,89.431427,89.975716,89.111427,89.144287,80.957901,78870400
2014-05-29,89.692856,90.981430,89.681427,90.768570,82.433014,94118500
2014-05-30,91.139999,92.024284,89.842857,90.428574,82.124245,141005200
2014-06-02,90.565712,90.690002,88.928574,89.807144,81.559891,92337700
2014-06-03,89.779999,91.248573,89.750000,91.077141,82.713257,73177300
2014-06-04,91.062859,92.555717,90.872856,92.117142,83.657745,83870500
2014-06-05,92.314285,92.767143,91.801430,92.478569,83.985992,75951400
2014-06-06,92.842857,93.037140,92.067146,92.224289,83.755051,87484600
2014-06-09,92.699997,93.879997,91.750000,93.699997,85.095238,75415000
2014-06-10,94.730003,95.050003,93.570000,94.250000,85.594727,62777000
2014-06-11,94.129997,94.760002,93.470001,93.860001,85.240562,45681000
2014-06-12,94.040001,94.120003,91.900002,92.290001,83.814751,54749000
2014-06-13,92.199997,92.440002,90.879997,91.279999,82.897476,54525000
2014-06-16,91.510002,92.750000,91.449997,92.199997,83.732986,35561000
2014-06-17,92.309998,92.699997,91.800003,92.080002,83.624031,29726000
2014-06-18,92.269997,92.290001,91.349998,92.180000,83.714844,33514000
2014-06-19,92.290001,92.300003,91.339996,91.860001,83.424225,35528000
2014-06-20,91.849998,92.550003,90.900002,90.910004,82.561485,100898000
2014-06-23,91.320000,91.620003,90.599998,90.830002,82.488823,43694000
2014-06-24,90.750000,91.739998,90.190002,90.279999,81.989311,39036000
2014-06-25,90.209999,90.699997,89.650002,90.360001,82.061958,36869000
2014-06-26,90.370003,91.050003,89.800003,90.900002,82.552391,32629000
2014-06-27,90.820000,92.000000,90.769997,91.980003,83.533211,64029000
2014-06-30,92.099998,93.730003,92.089996,92.930000,84.395966,49482300
2014-07-01,93.519997,94.070000,93.129997,93.519997,84.931763,38223000
2014-07-02,93.870003,94.059998,93.089996,93.480003,84.895454,28465000
2014-07-03,93.669998,94.099998,93.199997,94.029999,85.394936,22891800
2014-07-07,94.139999,95.989998,94.099998,95.970001,87.156792,56468000
2014-07-08,96.269997,96.800003,93.919998,95.349998,86.593719,65222000
2014-07-09,95.440002,95.949997,94.760002,95.389999,86.630043,36436000
2014-07-10,93.760002,95.550003,93.519997,95.040001,86.312210,39686000
2014-07-11,95.360001,95.889999,94.860001,95.220001,86.475670,34018000
2014-07-14,95.860001,96.889999,95.650002,96.449997,87.592697,42810000
2014-07-15,96.800003,96.849998,95.029999,95.320000,86.566483,45477900
2014-07-16,96.970001,97.099998,94.739998,94.779999,86.076073,53396300
2014-07-17,95.029999,95.279999,92.570000,93.089996,84.541283,57298000
2014-07-18,93.620003,94.739998,93.019997,94.430000,85.758217,49988000
2014-07-21,94.989998,95.000000,93.720001,93.940002,85.313210,39079000
2014-07-22,94.680000,94.889999,94.120003,94.720001,86.021584,55197000
2014-07-23,95.419998,97.879997,95.169998,97.190002,88.264763,92918000
2014-07-24,97.040001,97.320000,96.419998,97.029999,88.119438,45729000
2014-07-25,96.849998,97.839996,96.639999,97.669998,88.700668,43469000
2014-07-28,97.820000,99.239998,97.550003,99.019997,89.926704,55318000
2014-07-29,99.330002,99.440002,98.250000,98.379997,89.345474,43143000
2014-07-30,98.440002,98.699997,97.669998,98.150002,89.136589,33010000
2014-07-31,97.160004,97.449997,95.330002,95.599998,86.820778,56843000
2014-08-01,94.900002,96.620003,94.809998,96.129997,87.302094,48511000
2014-08-04,96.370003,96.580002,95.169998,95.589996,86.811668,39958000
2014-08-05,95.360001,95.680000,94.360001,95.120003,86.384850,55933000
2014-08-06,94.750000,95.480003,94.709999,94.959999,86.239540,38558000
2014-08-07,94.930000,95.949997,94.099998,94.480003,86.230408,46711000
2014-08-08,94.260002,94.820000,93.279999,94.739998,86.467705,41865000
2014-08-11,95.269997,96.080002,94.839996,95.989998,87.608574,36585000
2014-08-12,96.040001,96.879997,95.610001,95.970001,87.590324,33795000
2014-08-13,96.150002,97.239998,96.040001,97.239998,88.749420,31916000
2014-08-14,97.330002,97.570000,96.800003,97.500000,88.986710,28116000
2014-08-15,97.900002,98.190002,96.860001,97.980003,89.424828,48951000
2014-08-18,98.489998,99.370003,97.980003,99.160004,90.501770,47572000
2014-08-19,99.410004,100.680000,99.320000,100.529999,91.752144,69399000
2014-08-20,100.440002,101.089996,99.949997,100.570000,91.788666,52699000
2014-08-21,100.570000,100.940002,100.110001,100.580002,91.797791,33478000
2014-08-22,100.290001,101.470001,100.190002,101.320000,92.473175,44184000
2014-08-25,101.790001,102.169998,101.279999,101.540001,92.673973,40270000
2014-08-26,101.419998,101.500000,100.860001,100.889999,92.080704,33152000
2014-08-27,101.019997,102.570000,100.699997,102.129997,93.212440,52369000
2014-08-28,101.589996,102.779999,101.559998,102.250000,93.321968,68460000
2014-08-29,102.860001,102.900002,102.199997,102.500000,93.550148,44595000
2014-09-02,103.059998,103.739998,102.720001,103.300003,94.280312,53564000
2014-09-03,103.099998,103.199997,98.580002,98.940002,90.300987,125421000
2014-09-04,98.849998,100.089996,97.790001,98.120003,89.552582,85718000
2014-09-05,98.800003,99.389999,98.309998,98.970001,90.328369,58457000
2014-09-08,99.300003,99.309998,98.050003,98.360001,89.771614,46356700
2014-09-09,99.080002,103.080002,96.139999,97.989998,89.433937,189846300
2014-09-10,98.010002,101.110001,97.760002,101.000000,92.181114,100869600
2014-09-11,100.410004,101.440002,99.620003,101.430000,92.573555,62353100
2014-09-12,101.209999,102.190002,101.080002,101.660004,92.783501,62626100
2014-09-15,102.809998,103.050003,101.440002,101.629997,92.756104,61316500
2014-09-16,99.800003,101.260002,98.889999,100.860001,92.053345,66908100
2014-09-17,101.269997,101.800003,100.589996,101.580002,92.710480,60926500
2014-09-18,101.930000,102.349998,101.559998,101.790001,92.902130,37299400
2014-09-19,102.290001,102.349998,100.500000,100.959999,92.144600,70902400
2014-09-22,101.800003,102.139999,100.580002,101.059998,92.235863,52788400
2014-09-23,100.599998,102.940002,100.540001,102.639999,93.677925,63402200
2014-09-24,102.160004,102.849998,101.199997,101.750000,92.865631,60171800
2014-09-25,100.510002,100.709999,97.720001,97.870003,89.324432,100092000
2014-09-26,98.529999,100.750000,98.400002,100.750000,91.952950,62370500
2014-09-29,98.650002,100.440002,98.629997,100.110001,91.368828,49766300
2014-09-30,100.809998,101.540001,100.529999,100.750000,91.952950,55264100
2014-10-01,100.589996,100.690002,98.699997,99.180000,90.520020,51491300
2014-10-02,99.269997,100.220001,98.040001,99.900002,91.177162,47757800
2014-10-03,99.440002,100.209999,99.040001,99.620003,90.921600,43469600
2014-10-06,99.949997,100.650002,99.419998,99.620003,90.921600,37051200
2014-10-07,99.430000,100.120003,98.730003,98.750000,90.127571,42094200
2014-10-08,98.760002,101.110001,98.309998,100.800003,91.998558,57404700
2014-10-09,101.540001,102.379997,100.610001,101.019997,92.199371,77376500
2014-10-10,100.690002,102.029999,100.300003,100.730003,91.934692,66331600
2014-10-13,101.330002,101.779999,99.809998,99.809998,91.095024,53583400
2014-10-14,100.389999,100.519997,98.570000,98.750000,90.127571,63688600
2014-10-15,97.970001,99.150002,95.180000,97.540001,89.023209,100933600
2014-10-16,95.550003,97.720001,95.410004,96.260002,87.854996,72154500
2014-10-17,97.500000,99.000000,96.809998,97.669998,89.141876,68179700
2014-10-20,98.320000,99.959999,98.220001,99.760002,91.049408,77517300
2014-10-21,103.019997,103.019997,101.269997,102.470001,93.522766,94623900
2014-10-22,102.839996,104.110001,102.599998,102.989998,93.997353,68263100
2014-10-23,104.080002,105.050003,103.629997,104.830002,95.676712,71074700
2014-10-24,105.180000,105.489998,104.529999,105.220001,96.032639,47053900
2014-10-27,104.849998,105.480003,104.699997,105.110001,95.932228,34187700
2014-10-28,105.400002,106.739998,105.349998,106.739998,97.419899,48060900
2014-10-29,106.650002,107.370003,106.360001,107.339996,97.967514,52687900
2014-10-30,106.959999,107.349998,105.900002,106.980003,97.638977,40654800
2014-10-31,108.010002,108.040001,107.209999,108.000000,98.569885,44639300
2014-11-03,108.220001,110.300003,108.010002,109.400002,99.847664,52282600
2014-11-04,109.360001,109.489998,107.720001,108.599998,99.117538,41574400
2014-11-05,109.099998,109.300003,108.129997,108.860001,99.354820,37435900
2014-11-06,108.599998,108.790001,107.800003,108.699997,99.638954,34968500
2014-11-07,108.750000,109.320000,108.550003,109.010002,99.923126,33691500
2014-11-10,109.019997,109.330002,108.669998,108.830002,99.758133,27195500
2014-11-11,108.699997,109.750000,108.400002,109.699997,100.555595,27442300
2014-11-12,109.379997,111.430000,109.370003,111.250000,101.976402,46942400
2014-11-13,111.800003,113.449997,111.599998,112.820000,103.415512,59522900
2014-11-14,113.150002,114.190002,111.209999,114.180000,104.662186,44063600
2014-11-17,114.269997,117.279999,113.300003,113.989998,104.488007,46746700
2014-11-18,113.940002,115.690002,113.889999,115.470001,105.844643,44224000
2014-11-19,115.440002,115.739998,113.800003,114.669998,105.111336,41869200
2014-11-20,114.910004,116.860001,114.849998,116.309998,106.614616,43395500
2014-11-21,117.510002,117.570000,116.029999,116.470001,106.761269,57179300
2014-11-24,116.849998,118.769997,116.620003,118.629997,108.741241,47450800
2014-11-25,119.070000,119.750000,117.449997,117.599998,107.797073,68840400
2014-11-26,117.940002,119.099998,117.830002,119.000000,109.080383,40768300
2014-11-28,119.269997,119.400002,118.050003,118.930000,109.016205,24814400
2014-12-01,118.809998,119.250000,111.269997,115.070000,105.477974,83814000
2014-12-02,113.500000,115.750000,112.750000,114.629997,105.074646,59348900
2014-12-03,115.750000,116.349998,115.110001,115.930000,106.266296,43063400
2014-12-04,115.769997,117.199997,115.290001,115.489998,105.862968,42044500
2014-12-05,115.989998,116.080002,114.639999,115.000000,105.413811,38318900
2014-12-08,114.099998,114.650002,111.620003,112.400002,103.030556,57664900
2014-12-09,110.190002,114.300003,109.349998,114.120003,104.607155,60208000
2014-12-10,114.410004,114.849998,111.540001,111.949997,102.618050,44565300
2014-12-11,112.260002,113.800003,111.339996,111.620003,102.315575,41401700
2014-12-12,110.459999,111.870003,109.580002,109.730003,100.583130,56028100
2014-12-15,110.699997,111.599998,106.349998,108.230003,99.208153,67218100
2014-12-16,106.370003,110.160004,106.260002,106.750000,97.851517,60790700
2014-12-17,107.120003,109.839996,106.820000,109.410004,100.289795,53411800
2014-12-18,111.870003,112.650002,110.660004,112.650002,103.259697,59006200
2014-12-19,112.260002,113.239998,111.660004,111.779999,102.462234,88429800
2014-12-22,112.160004,113.489998,111.970001,112.940002,103.525536,45167500
2014-12-23,113.230003,113.330002,112.459999,112.540001,103.158897,26028400
2014-12-24,112.580002,112.709999,112.010002,112.010002,102.673050,14479600
2014-12-26,112.099998,114.519997,112.010002,113.989998,104.488007,33721000
2014-12-29,113.790001,114.769997,113.699997,113.910004,104.414688,27598900
2014-12-30,113.639999,113.919998,112.110001,112.519997,103.140541,29881500
2014-12-31,112.820000,113.129997,110.209999,110.379997,101.178932,41403400
